year,event,code,title,categories,hardware_hints,source,source_path,source_url
2024,national,D,立体货架盘点无人机系统,control-robotics,mechanical-system,nuedc-topic,2024/D题_立体货架盘点无人机系统.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2024/D%E9%A2%98_%E7%AB%8B%E4%BD%93%E8%B4%A7%E6%9E%B6%E7%9B%98%E7%82%B9%E6%97%A0%E4%BA%BA%E6%9C%BA%E7%B3%BB%E7%BB%9F.pdf
2024,national,E,三子棋游戏装置,digital-systems-fpga,general-embedded,nuedc-topic,2024/E题_三子棋游戏装置.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2024/E%E9%A2%98_%E4%B8%89%E5%AD%90%E6%A3%8B%E6%B8%B8%E6%88%8F%E8%A3%85%E7%BD%AE.pdf
2024,national,F,磁悬浮实验装置,control-robotics,motor-drive;mechanical-system,nuedc-topic,2024/F题_磁悬浮实验装置.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2024/F%E9%A2%98_%E7%A3%81%E6%82%AC%E6%B5%AE%E5%AE%9E%E9%AA%8C%E8%A3%85%E7%BD%AE.pdf
2024,national,G,简易录音屏蔽系统,integrated-system,audio-chain,nuedc-topic,2024/G题_简易录音屏蔽系统.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2024/G%E9%A2%98_%E7%AE%80%E6%98%93%E5%BD%95%E9%9F%B3%E5%B1%8F%E8%94%BD%E7%B3%BB%E7%BB%9F.pdf
2024,national,H,自动行驶小车,control-robotics,motor-drive;mechanical-system,nuedc-topic,2024/H题_自动行驶小车.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2024/H%E9%A2%98_%E8%87%AA%E5%8A%A8%E8%A1%8C%E9%A9%B6%E5%B0%8F%E8%BD%A6.pdf
2025,national,A,能量回馈的变流器负载试验装置,power-electronics,power-stage,nuedc-topic,2025/A题_能量回馈的变流器负载试验装置.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2025/A%E9%A2%98_%E8%83%BD%E9%87%8F%E5%9B%9E%E9%A6%88%E7%9A%84%E5%8F%98%E6%B5%81%E5%99%A8%E8%B4%9F%E8%BD%BD%E8%AF%95%E9%AA%8C%E8%A3%85%E7%BD%AE.pdf
2025,national,B,单相有源电力滤波实验装置,power-electronics,general-embedded,nuedc-topic,2025/B题_单相有源电力滤波实验装置.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2025/B%E9%A2%98_%E5%8D%95%E7%9B%B8%E6%9C%89%E6%BA%90%E7%94%B5%E5%8A%9B%E6%BB%A4%E6%B3%A2%E5%AE%9E%E9%AA%8C%E8%A3%85%E7%BD%AE.pdf
2025,national,C,基于单目视觉的目标物测量装置,instrumentation;sensing-vision-ai,precision-analog;vision-compute,nuedc-topic,2025/C题_基于单目视觉的目标物测量装置.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2025/C%E9%A2%98_%E5%9F%BA%E4%BA%8E%E5%8D%95%E7%9B%AE%E8%A7%86%E8%A7%89%E7%9A%84%E7%9B%AE%E6%A0%87%E7%89%A9%E6%B5%8B%E9%87%8F%E8%A3%85%E7%BD%AE.pdf
2025,national,D,简易以太网双绞线测试仪,instrumentation;communications-network,precision-analog;high-speed-sampling;network-phy,nuedc-topic,2025/D题_简易以太网双绞线测试仪.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2025/D%E9%A2%98_%E7%AE%80%E6%98%93%E4%BB%A5%E5%A4%AA%E7%BD%91%E5%8F%8C%E7%BB%9E%E7%BA%BF%E6%B5%8B%E8%AF%95%E4%BB%AA.pdf
2025,national,E,简易自行瞄准装置,control-robotics,motor-drive,nuedc-topic,2025/E题_简易自行瞄准装置.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2025/E%E9%A2%98_%E7%AE%80%E6%98%93%E8%87%AA%E8%A1%8C%E7%9E%84%E5%87%86%E8%A3%85%E7%BD%AE.pdf
2025,national,F,简易自动接收机,analog-rf,rf-front-end,nuedc-topic,2025/F题_简易自动接收机.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2025/F%E9%A2%98_%E7%AE%80%E6%98%93%E8%87%AA%E5%8A%A8%E6%8E%A5%E6%94%B6%E6%9C%BA.pdf
2025,national,G,电路模型探究装置,integrated-system,general-embedded,nuedc-topic,2025/G题_电路模型探究装置.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2025/G%E9%A2%98_%E7%94%B5%E8%B7%AF%E6%A8%A1%E5%9E%8B%E6%8E%A2%E7%A9%B6%E8%A3%85%E7%BD%AE.pdf
2025,national,H,野生动物巡查系统,control-robotics;biomedical-environmental,vision-compute,nuedc-topic,2025/H题_野生动物巡查系统.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2025/H%E9%A2%98_%E9%87%8E%E7%94%9F%E5%8A%A8%E7%89%A9%E5%B7%A1%E6%9F%A5%E7%B3%BB%E7%BB%9F.pdf
2025,national,I,非接触式控制盘,control-robotics,general-embedded,chenshuo-nuedc,2025_I题_非接触式控制盘.pdf,https://github.com/chenshuo/nuedc/blob/main/docs/problems/2025_I%E9%A2%98_%E9%9D%9E%E6%8E%A5%E8%A7%A6%E5%BC%8F%E6%8E%A7%E5%88%B6%E7%9B%98.pdf
2025,national,J,超声信标定位系统,communications-network,general-embedded,chenshuo-nuedc,2025_J题_超声信标定位系统.pdf,https://github.com/chenshuo/nuedc/blob/main/docs/problems/2025_J%E9%A2%98_%E8%B6%85%E5%A3%B0%E4%BF%A1%E6%A0%87%E5%AE%9A%E4%BD%8D%E7%B3%BB%E7%BB%9F.pdf
2025,national,K,自动避障小车,control-robotics,motor-drive;mechanical-system,chenshuo-nuedc,2025_K题_自动避障小车.pdf,https://github.com/chenshuo/nuedc/blob/main/docs/problems/2025_K%E9%A2%98_%E8%87%AA%E5%8A%A8%E9%81%BF%E9%9A%9C%E5%B0%8F%E8%BD%A6.pdf
2026,regional-jilin,A,简易扫频仪,integrated-system,general-embedded,nuedc-topic,2026/4月(吉林)/A.简易扫频仪.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2026/4%E6%9C%88%28%E5%90%89%E6%9E%97%29/A.%E7%AE%80%E6%98%93%E6%89%AB%E9%A2%91%E4%BB%AA.pdf
2026,regional-jilin,B,智能芯片盒,digital-systems-fpga,general-embedded,nuedc-topic,2026/4月(吉林)/B.智能芯片盒.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2026/4%E6%9C%88%28%E5%90%89%E6%9E%97%29/B.%E6%99%BA%E8%83%BD%E8%8A%AF%E7%89%87%E7%9B%92.pdf
2026,regional-jilin,C,自动烤肠机,integrated-system,general-embedded,nuedc-topic,2026/4月(吉林)/C.自动烤肠机.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2026/4%E6%9C%88%28%E5%90%89%E6%9E%97%29/C.%E8%87%AA%E5%8A%A8%E7%83%A4%E8%82%A0%E6%9C%BA.pdf
2026,regional-jilin,D,智能寻迹打靶协同系统,control-robotics,general-embedded,nuedc-topic,2026/4月(吉林)/D.智能寻迹打靶协同系统.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2026/4%E6%9C%88%28%E5%90%89%E6%9E%97%29/D.%E6%99%BA%E8%83%BD%E5%AF%BB%E8%BF%B9%E6%89%93%E9%9D%B6%E5%8D%8F%E5%90%8C%E7%B3%BB%E7%BB%9F.pdf
2026,regional-jilin,E,轮式智能车,integrated-system,general-embedded,nuedc-topic,2026/4月(吉林)/E.轮式智能车.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2026/4%E6%9C%88%28%E5%90%89%E6%9E%97%29/E.%E8%BD%AE%E5%BC%8F%E6%99%BA%E8%83%BD%E8%BD%A6.pdf
2026,regional-jilin,F,直流电机协同,control-robotics,motor-drive,nuedc-topic,2026/4月(吉林)/F.直流电机协同.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2026/4%E6%9C%88%28%E5%90%89%E6%9E%97%29/F.%E7%9B%B4%E6%B5%81%E7%94%B5%E6%9C%BA%E5%8D%8F%E5%90%8C.pdf
2026,regional-jilin,G,简易可见光通信装置,communications-network,rf-front-end,nuedc-topic,2026/4月(吉林)/G.简易可见光通信装置 .pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2026/4%E6%9C%88%28%E5%90%89%E6%9E%97%29/G.%E7%AE%80%E6%98%93%E5%8F%AF%E8%A7%81%E5%85%89%E9%80%9A%E4%BF%A1%E8%A3%85%E7%BD%AE%20.pdf
2026,regional-jilin,H,汉诺塔问题,digital-systems-fpga,general-embedded,nuedc-topic,2026/4月(吉林)/H.汉诺塔问题.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2026/4%E6%9C%88%28%E5%90%89%E6%9E%97%29/H.%E6%B1%89%E8%AF%BA%E5%A1%94%E9%97%AE%E9%A2%98.pdf
2026,regional-jilin,I,简易液体容器监控装置,sensing-vision-ai;biomedical-environmental,general-embedded,nuedc-topic,2026/4月(吉林)/I.简易液体容器监控装置.pdf,https://github.com/CCBP/NUEDC_Topic/blob/main/2026/4%E6%9C%88%28%E5%90%89%E6%9E%97%29/I.%E7%AE%80%E6%98%93%E6%B6%B2%E4%BD%93%E5%AE%B9%E5%99%A8%E7%9B%91%E6%8E%A7%E8%A3%85%E7%BD%AE.pdf
